n.id,numberOfConnectedEdges
"""DB00665""",2317
"""DB00541""",10425
"""DB07932""",153
"""DB07345""",2
"""DB04733""",14
"""DB05806""",14
"""DB08174""",2
"""DB07276""",2
"""DB15225""",732
"""DB14500""",1702
"""DB08879""",1327
"""DB05501""",1
"""DB03000""",3
"""DB06908""",2
"""DB03121""",6
"""DB08505""",2
"""DB13014""",2077
"""DB03227""",979
"""DB11462""",224
"""DB00009""",1411
"""DB13725""",1952
"""DB00696""",4327
"""DB03612""",287
"""DB04895""",1520
"""DB04780""",5
"""DB09053""",2289
"""DB15226""",1262
"""DB12239""",3
"""DB03403""",1786
"""DB03935""",5
"""DB08885""",28
"""DB15112""",552
"""DB01069""",4906
"""DB08017""",5
"""DB08511""",18
"""DB12401""",1426
"""DB04276""",30
"""DB01165""",7067
"""DB06410""",316
"""DB01359""",4066
"""DB01291""",1608
"""DB01070""",463
"""DB06837""",16
"""DB06090""",89
"""DB01812""",305
"""DB08035""",2
"""DB03100""",32
"""DB06534""",16
"""DB03383""",17
"""DB12875""",1
"""DB15889""",790
"""DB07225""",18
"""DB01662""",96
"""DB08573""",4
"""DB03088""",2047
"""DB06868""",442
"""DB03083""",123
"""DB08170""",155
"""DB08081""",44
"""DB00459""",551
"""DB08180""",11
"""DB03081""",2
"""DB04724""",2
"""DB01959""",738
"""DB05871""",256
"""DB13620""",578
"""DB02209""",76
"""DB14009""",2322
"""DB08994""",1276
"""DB02359""",2
"""DB03363""",71
"""DB04520""",43
"""DB07279""",2
"""DB07289""",3
"""DB02292""",59
"""DB12499""",2
"""DB01055""",300
"""DB04095""",26
"""DB05478""",8
"""DB07267""",2
"""DB07334""",73
"""DB03412""",12
"""DB08084""",15
"""DB03591""",1
"""DB03288""",2
"""DB03049""",2
"""DB01004""",5826
"""DB00310""",3162
"""DB09265""",2420
"""DB13588""",1358
"""DB08915""",77
"""DB06882""",612
"""DB12377""",258
"""DB01348""",1696
"""DB03695""",127
"""DB11828""",1485
"""DB07158""",2
"""DB07160""",18
"""DB08581""",16
"""DB02808""",150
"""DB08012""",27
"""DB13635""",302
"""DB14644""",1128
"""DB01177""",2899
"""DB07030""",3
"""DB08200""",2
"""DB01683""",1121
"""DB08201""",2
"""DB00660""",2640
"""DB11366""",98
"""DB00008""",1474
"""DB11930""",732
"""DB09125""",1809
"""DB12719""",1
"""DB04088""",3
"""DB07589""",2
"""DB05109""",3185
"""DB13381""",252
"""DB05562""",2122
"""DB13603""",28
"""DB01525""",128
"""DB04363""",3
"""DB07129""",1190
"""DB05817""",42
"""DB09227""",2828
"""DB12154""",3
"""DB11703""",1258
"""DB00584""",3987
"""DB03298""",203
"""DB00945""",20158
"""DB04936""",525
"""DB01437""",1406
"""DB08916""",3721
"""DB11940""",2
"""DB08807""",2302
"""DB07210""",2
"""DB08514""",2
"""DB01551""",2490
"""DB03102""",2
"""DB00865""",2928
"""DB12743""",1
"""DB08059""",7259
"""DB00400""",480
"""DB03392""",6
"""DB04654""",6
"""DB08957""",1570
"""DB02130""",917
"""DB03307""",11
"""DB04325""",2083
"""DB08814""",1287
"""DB12930""",2690
"""DB08001""",37
"""DB00967""",2783
"""DB03128""",20951
"""DB06768""",4
"""DB02415""",95
"""DB13950""",3120
"""DB04185""",846
"""DB07215""",39
"""DB03051""",71
"""DB07023""",2
"""DB08395""",18
"""DB08382""",1310
"""DB00016""",1226
"""DB06155""",3606
"""DB09289""",3439
"""DB00322""",4043
"""DB07318""",12
"""DB02066""",708
"""DB12806""",62
"""DB04052""",10
"""DB06939""",2
"""DB12565""",821
"""DB07835""",4
"""DB00641""",7750
"""DB12766""",2840
"""DB04862""",88
"""DB01424""",3804
"""DB14849""",2
"""DB00768""",163
"""DB07514""",6
"""DB08847""",790
"""DB01378""",9161
"""DB11812""",86
"""DB07216""",8
"""DB08229""",2
"""DB04254""",31
"""DB07972""",594
"""DB01103""",2160
"""DB00134""",7075
"""DB11429""",296
"""DB07134""",2
"""DB02866""",63
"""DB12821""",252
"""DB00763""",4659
"""DB00323""",3305
"""DB08955""",2772
"""DB04481""",598
"""DB05398""",881
"""DB09273""",2544
"""DB04537""",45
"""DB07795""",1296
"""DB02943""",3
"""DB02325""",25743
"""DB04577""",15
"""DB00682""",10767
"""DB07896""",15
"""DB02302""",610
"""DB12092""",2688
"""DB02084""",6
"""DB04626""",2093
"""DB03651""",2827
"""DB07240""",2
"""DB11829""",9
"""DB03576""",64
"""DB14066""",2290
"""DB02494""",680
"""DB08376""",572
"""DB02600""",378
"""DB02008""",2
"""DB00490""",4798
"""DB01111""",1564
"""DB06440""",242
"""DB13522""",1328
"""DB02823""",227
"""DB00820""",3606
"""DB13654""",58
"""DB16901""",38
"""DB03543""",2
"""DB11832""",207
"""DB07983""",4
"""DB00048""",200
"""DB02916""",33
"""DB06415""",280
"""DB13122""",2
"""DB02262""",287
"""DB13386""",1082
"""DB01966""",1271
"""DB09013""",48
"""DB01176""",2648
"""DB03663""",2
"""DB07859""",43
"""DB04258""",578
"""DB06688""",552
"""DB10803""",556
"""DB11952""",1337
"""DB00403""",588
"""DB02001""",6
"""DB01106""",1075
"""DB08510""",6
"""DB11760""",694
"""DB06474""",734
"""DB08951""",2772
"""DB08588""",3
"""DB12118""",732
"""DB01382""",1243
"""DB02402""",2
"""DB02422""",2
"""DB11855""",1894
"""DB09010""",78
"""DB01877""",10
"""DB06915""",50
"""DB02996""",13
"""DB07164""",254
"""DB12420""",1
"""DB07304""",10
"""DB11922""",2
"""DB04492""",131
"""DB08429""",5
"""DB12303""",2
"""DB04676""",1
"""DB11697""",1724
"""DB00412""",9956
"""DB02836""",4
"""DB08178""",43
"""DB11481""",1092
"""DB05015""",1805
"""DB09076""",1934
"""DB03912""",77
"""DB09021""",1326
"""DB00509""",6358
"""DB01838""",69
"""DB03606""",1130
"""DB02146""",13
"""DB08244""",8
"""DB01071""",1652
"""DB01235""",9745
"""DB08703""",2
"""DB07622""",210
"""DB07234""",15
"""DB00111""",1329
"""DB01626""",3244
"""DB01673""",9
"""DB11113""",800
"""DB12614""",7
"""DB07100""",130
"""DB11840""",732
"""DB01172""",18171
"""DB03173""",6
"""DB12318""",20
"""DB06715""",2618
"""DB01189""",3333
"""DB08420""",2
"""DB00843""",4747
"""DB09163""",1454
"""DB04115""",2430
"""DB01181""",5197
"""DB09264""",2166
"""DB03578""",10
"""DB11685""",732
"""DB00708""",3653
"""DB00822""",3606
"""DB07053""",76
"""DB12376""",810
"""DB05288""",61
"""DB08965""",104
"""DB00676""",455
"""DB08771""",16
"""DB00753""",44926
"""DB03854""",743
"""DB02032""",2958
"""DB13398""",1340
"""DB06594""",2546
"""DB04544""",6
"""DB02512""",140
"""DB08100""",4
"""DB04500""",52
"""DB11934""",1
"""DB07587""",117
"""DB00335""",4489
"""DB03991""",156
"""DB00272""",33
"""DB01541""",387
"""DB12578""",72
"""DB07620""",30
"""DB04870""",11
"""DB11833""",1
"""DB04268""",2
"""DB14907""",734
"""DB06696""",1867
"""DB02101""",107
"""DB12480""",290
"""DB04917""",1358
"""DB00612""",3981
"""DB11126""",460
"""DB13472""",4
"""DB01096""",635
"""DB06379""",4
"""DB08175""",22
"""DB12495""",1
"""DB13775""",2212
"""DB08090""",2
"""DB00813""",9070
"""DB08044""",21
"""DB12072""",22
"""DB11921""",2251
"""DB14217""",1668
"""DB04261""",3225
"""DB06154""",1598
"""DB02796""",131
"""DB07731""",15
"""DB09301""",1460
"""DB12931""",1
"""DB12978""",1280
"""DB13199""",1278
"""DB01940""",12
"""DB13559""",1338
"""DB09090""",1950
"""DB00873""",246
"""DB01694""",1991
"""DB07244""",29
"""DB07133""",157
"""DB08529""",10
"""DB09124""",442
"""DB03507""",2
"""DB00399""",4389
"""DB06890""",168
"""DB08224""",2
"""DB01500""",2
"""DB06934""",4
"""DB08139""",3
"""DB00648""",2009
"""DB01354""",1783
"""DB07996""",359
"""DB02335""",235
"""DB04161""",956
"""DB11428""",2288
"""DB11475""",344
"""DB08391""",105
"""DB01569""",173
"""DB09129""",1432
"""DB03193""",5916
"""DB04574""",7973
"""DB07038""",286
"""DB01295""",2643
"""DB12057""",246
"""DB02542""",2
"""DB03699""",267
"""DB07877""",17
"""DB09061""",3604
"""DB00613""",2734
"""DB14052""",110
"""DB02028""",468
"""DB02243""",2
"""DB07917""",70
"""DB00920""",629
"""DB05227""",1354
"""DB14973""",1128
"""DB01202""",3097
"""DB02015""",666
"""DB12245""",2130
"""DB03587""",534
"""DB06927""",2
"""DB02736""",3871
"""DB14051""",110
"""DB12194""",125
"""DB07764""",623
"""DB08731""",21
"""DB00503""",5678
"""DB00837""",1671
"""DB08708""",2
"""DB11630""",84
"""DB06710""",4384
"""DB00722""",3811
"""DB02320""",25
"""DB01628""",4226
"""DB13668""",582
"""DB00017""",1834
"""DB00415""",25215
"""DB04214""",5125
"""DB09255""",2258
"""DB02482""",654
"""DB07320""",2
"""DB12036""",80
"""DB04282""",5041
"""DB09183""",1567
"""DB02122""",4
"""DB05804""",1903
"""DB07602""",2
"""DB07897""",2
"""DB06441""",1289
"""DB14761""",656
"""DB06822""",1716
"""DB03970""",4
"""DB03176""",34
"""DB08586""",1
"""DB03700""",3178
"""DB13478""",1830
"""DB04824""",1172
"""DB04836""",2765
"""DB09559""",810
"""DB04263""",7625
"""DB00718""",1755
"""DB04510""",1310
"""DB06689""",18
"""DB01152""",661
"""DB02272""",94
"""DB02589""",21
"""DB13320""",224
"""DB07517""",73
"""DB02622""",6
"""DB03147""",2729
"""DB03841""",5
"""DB13644""",694
"""DB13191""",1454
"""DB00750""",3460
"""DB14776""",734
"""DB08283""",86
"""DB07049""",31
"""DB02543""",93
"""DB00312""",31699
"""DB01625""",1053
"""DB07623""",37
"""DB03654""",14
"""DB04672""",13
"""DB09350""",3
"""DB04828""",2972
"""DB04313""",270
"""DB01222""",4910
"""DB01978""",1754
"""DB08346""",8
"""DB08729""",99
"""DB00235""",2147
"""DB13929""",840
"""DB13653""",872
"""DB05710""",1754
"""DB05416""",472
"""DB07281""",63
"""DB09156""",1454
"""DB03815""",353
"""DB05524""",87
"""DB07246""",52
"""DB00287""",938
"""DB00138""",2051
"""DB10318""",876
"""DB02094""",4
"""DB07935""",110
"""DB03756""",1215
"""DB00047""",1575
"""DB04050""",2
"""DB00089""",778
"""DB02838""",183
"""DB08612""",24
"""DB02747""",6
"""DB09317""",2630
"""DB08752""",10
"""DB12647""",2
"""DB02408""",260
"""DB00076""",732
"""DB01835""",20
"""DB13949""",258
"""DB00367""",3130
"""DB04377""",52
"""DB04846""",3084
"""DB11154""",122
"""DB13407""",2772
"""DB07035""",1
"""DB12415""",6
"""DB05575""",93
"""DB00313""",18019
"""DB12744""",3
"""DB15688""",136
"""DB00661""",10135
"""DB12422""",78
"""DB00177""",3862
"""DB07776""",413
"""DB06819""",628
"""DB07636""",9
"""DB01032""",4520
"""DB01773""",2
"""DB02446""",7
"""DB08388""",5
"""DB15972""",1068
"""DB12517""",1
"""DB07344""",2
"""DB02640""",104
"""DB11568""",1840
"""DB03608""",220
"""DB04424""",88
"""DB02545""",67
"""DB02911""",109
"""DB04374""",2
"""DB07547""",1
"""DB06433""",78
"""DB11763""",423
"""DB01265""",4555
"""DB01085""",3027
"""DB01816""",858
"""DB07114""",2800
"""DB13423""",252
"""DB13133""",184
"""DB04719""",353
"""DB08182""",41
"""DB09212""",2772
"""DB12585""",111
"""DB04842""",3281
"""DB07317""",2
"""DB07754""",63
"""DB07885""",8
"""DB15492""",50
"""DB06198""",26
"""DB02164""",8
"""DB01330""",1850
"""DB12093""",3392
"""DB11958""",15
"""DB07673""",6
"""DB13809""",188
"""DB07408""",10
"""DB07260""",3
"""DB07443""",2
"""DB11282""",2
"""DB11502""",2062
"""DB01062""",2970
"""DB13693""",382
"""DB01772""",210
"""DB03913""",57
"""DB10365""",128
"""DB09089""",3438
"""DB00185""",2329
"""DB13414""",1336
"""DB00558""",2849
"""DB03793""",4743
"""DB12425""",134
"""DB08816""",2999
"""DB08695""",64
"""DB08607""",2674
"""DB02576""",96
"""DB06420""",82
"""DB12594""",2
"""DB02485""",443
"""DB05245""",584
"""DB09242""",1540
"""DB14063""",1950
"""DB06902""",330
"""DB08688""",97
"""DB01299""",902
"""DB08904""",3716
"""DB00654""",690
"""DB00215""",6961
"""DB04472""",2
"""DB03696""",1204
"""DB01539""",1
"""DB01704""",99
"""DB04387""",3
"""DB08560""",102
"""DB02377""",23019
"""DB11816""",7
"""DB02623""",73
"""DB04120""",108
"""DB12026""",1562
"""DB04256""",40
"""DB11641""",1298
"""DB03433""",204
"""DB00295""",14221
"""DB06785""",3
"""DB07558""",1141
"""DB07020""",29
"""DB01160""",206
"""DB03454""",37
"""DB00854""",2256
"""DB09153""",24
"""DB13523""",1426
"""DB02773""",183
"""DB13479""",18
"""DB03231""",12
"""DB04016""",78
"""DB12232""",78
"""DB01755""",4
"""DB02969""",65
"""DB13041""",26
"""DB02673""",2
"""DB04098""",90
"""DB03739""",132
"""DB01462""",290
"""DB07524""",26
"""DB03904""",41812
"""DB01353""",1803
"""DB04523""",3
"""DB04664""",3265
"""DB14844""",78
"""DB00602""",3297
"""DB04270""",2
"""DB10719""",128
"""DB13293""",2222
"""DB04770""",15
"""DB07354""",6
"""DB13683""",2064
"""DB12589""",812
"""DB05100""",9
"""DB12169""",732
"""DB13230""",204
"""DB00444""",3071
"""DB07063""",2389
"""DB08430""",8
"""DB00593""",3747
"""DB08901""",3616
"""DB06206""",210
"""DB14811""",810
"""DB12363""",732
"""DB14763""",152
"""DB07017""",32
"""DB08013""",3
"""DB12623""",1
"""DB01872""",131
"""DB11770""",3140
"""DB01086""",4431
"""DB01107""",1365
"""DB02333""",1304
"""DB09091""",2710
"""DB03018""",25
"""DB00508""",2628
"""DB03057""",13301
"""DB05440""",556
"""DB07692""",102
"""DB04006""",3
"""DB06690""",2160
"""DB07311""",2
"""DB06193""",76
"""DB08582""",13
"""DB04216""",14016
"""DB12471""",268
"""DB07255""",58
"""DB02034""",224
"""DB14922""",812
"""DB07152""",30
"""DB02124""",7
"""DB03269""",7
"""DB06888""",2942
"""DB07109""",193
"""DB07612""",214
"""DB02629""",1
"""DB14069""",326
"""DB04463""",585
"""DB12943""",734
"""DB02406""",1562
"""DB09030""",2237
"""DB03068""",476
"""DB14486""",126
"""DB01043""",5028
"""DB08241""",4
"""DB08768""",177
"""DB12555""",2
"""DB12042""",2
"""DB06366""",970
"""DB11470""",628
"""DB01567""",1485
"""DB04457""",382
"""DB07352""",3210
"""DB13953""",3082
"""DB09281""",2582
"""DB07528""",28
"""DB06263""",79
"""DB04183""",498
"""DB13307""",730
"""DB00547""",1798
"""DB06205""",408
"""DB07856""",16
"""DB00885""",449
"""DB08800""",108
"""DB01548""",582
"""DB07135""",2
"""DB07261""",3
"""DB00672""",3061
"""DB01405""",2071
"""DB02080""",7
"""DB00397""",2181
"""DB15880""",1276
"""DB12064""",9
"""DB06726""",2289
"""DB00559""",3803
"""DB05814""",348
"""DB09312""",1320
"""DB13208""",2434
"""DB06109""",1430
"""DB06448""",2012
"""DB12270""",4
"""DB04946""",3852
"""DB06856""",2
"""DB14545""",2092
"""DB04176""",367
"""DB13745""",1336
"""DB08568""",149
"""DB03070""",10
"""DB00280""",4157
"""DB08466""",53
"""DB08950""",1406
"""DB13875""",2642
"""DB00921""",3148
"""DB07380""",96
"""DB08350""",129
"""DB15328""",828
"""DB03107""",269
"""DB13248""",224
"""DB07916""",190
"""DB12473""",76
"""DB04267""",267
"""DB13663""",1430
"""DB00434""",3016
"""DB11830""",825
"""DB04179""",760
"""DB00779""",5122
"""DB03397""",2028
"""DB08277""",134
"""DB08313""",6278
"""DB01889""",115
"""DB00892""",3697
"""DB00507""",641
"""DB14194""",2
"""DB18661""",38
"""DB08120""",31
"""DB08992""",2934
"""DB01097""",3085
"""DB15270""",696
"""DB04791""",2
"""DB06968""",24
"""DB07529""",2
"""DB07674""",133
"""DB03605""",2
"""DB07115""",70
"""DB13375""",812
"""DB02609""",18
"""DB03333""",2
"""DB03047""",10
"""DB08986""",1328
"""DB09048""",2296
"""DB01038""",57
"""DB07884""",1
"""DB01005""",6176
"""DB11598""",2258
"""DB00933""",2699
"""DB13547""",224
"""DB03284""",6495
"""DB07410""",20
"""DB04988""",732
"""DB04829""",5398
"""DB07397""",4
"""DB16220""",664
"""DB01926""",43
"""DB12512""",2
"""DB09099""",423
"""DB08753""",138
"""DB00846""",408
"""DB09198""",2120
"""DB04930""",4105
"""DB03906""",2
"""DB01679""",13
"""DB01862""",2008
"""DB07480""",2
"""DB07000""",2
"""DB00487""",2094
"""DB12299""",1
"""DB03702""",94
"""DB13206""",4
"""DB13823""",1860
"""DB03637""",95
"""DB07165""",2
"""DB02202""",555
"""DB04089""",3
"""DB13217""",2772
"""DB15456""",634
"""DB01161""",3536
"""DB05077""",1676
"""DB03691""",19
"""DB06965""",259
"""DB16390""",1514
"""DB07509""",2
"""DB02005""",1
"""DB02166""",46239
"""DB00502""",8530
"""DB14184""",74
"""DB01331""",8567
"""DB05488""",13315
"""DB06152""",2408
"""DB06999""",673
"""DB07984""",22
"""DB00488""",1993
"""DB00968""",3028
"""DB02654""",299
"""DB06310""",734
"""DB00256""",730
"""DB12717""",4
"""DB08577""",619
"""DB02848""",5
"""DB04934""",330
"""DB08513""",32
"""DB15283""",76
"""DB03976""",17
"""DB04121""",102
"""DB07659""",176
"""DB13468""",1100
"""DB04834""",2434
"""DB05459""",1320
"""DB04294""",3
"""DB14489""",252
"""DB02730""",6
"""DB03355""",10
"""DB03553""",2531
"""DB12890""",188
"""DB07520""",2
"""DB12513""",1714
"""DB00046""",1576
"""DB15617""",46
"""DB13066""",81
"""DB01151""",6760
"""DB08037""",18
"""DB09195""",2320
"""DB11727""",96
"""DB00244""",5185
"""DB12148""",2
"""DB13622""",2
"""DB14060""",2772
"""DB07707""",2
"""DB04518""",5
"""DB00062""",14
"""DB06691""",2597
"""DB14040""",734
"""DB04521""",93
"""DB03941""",5
"""DB06612""",1322
"""DB00440""",7272
"""DB06695""",2950
"""DB03592""",2
"""DB04549""",388
"""DB13948""",1408
"""DB00539""",1837
"""DB04818""",3047
"""DB11413""",110
"""DB02423""",126
"""DB13310""",898
"""DB00401""",3527
"""DB11776""",1322
"""DB06821""",334
"""DB00887""",3684
"""DB01518""",1
"""DB02463""",4
"""DB07741""",2
"""DB02719""",6
"""DB08134""",45
"""DB16282""",78
"""DB02742""",552
"""DB00024""",968
"""DB01233""",5248
"""DB03533""",153
"""DB07452""",71
"""DB03920""",85
"""DB07872""",2
"""DB08614""",94
"""DB13876""",2328
"""DB00701""",2945
"""DB13167""",2810
"""DB13275""",2572
"""DB03348""",11
"""DB06414""",1715
"""DB01698""",3792
"""DB05595""",812
"""DB04762""",56
"""DB03242""",7
"""DB01481""",338
"""DB04162""",4
"""DB03129""",95
"""DB13814""",382
"""DB07290""",6
"""DB06186""",2247
"""DB12917""",2644
"""DB15172""",732
"""DB10989""",556
"""DB04533""",5623
"""DB03905""",2
"""DB00657""",3925
"""DB07830""",139
"""DB07929""",22
"""DB01931""",45
"""DB15673""",782
"""DB07639""",94
"""DB00438""",5180
"""DB08490""",23
"""DB02236""",635
"""DB08145""",4
"""DB01303""",1238
"""DB11962""",10
"""DB00721""",5328
"""DB02696""",2
"""DB00153""",1782
"""DB03072""",2
"""DB02499""",4
"""DB02712""",136
"""DB13347""",2710
"""DB13409""",628
"""DB11367""",1694
"""DB08758""",10
"""DB07958""",2
"""DB04044""",6
"""DB05018""",1538
"""DB10366""",128
"""DB01579""",1874
"""DB12442""",4
"""DB07555""",2
"""DB13737""",1330
"""DB01651""",145
"""DB01247""",2731
"""DB08249""",124
"""DB04361""",68
"""DB04740""",12
"""DB02361""",25
"""DB15119""",2702
"""DB00345""",884
"""DB07186""",4
"""DB00043""",741
"""DB09389""",1074
"""DB12353""",1
"""DB12086""",1028
"""DB18701""",834
"""DB01453""",1
"""DB15397""",734
"""DB03880""",571
"""DB08465""",419
"""DB00257""",1170
"""DB04328""",77
"""DB03882""",360
"""DB06872""",2
"""DB13987""",1454
"""DB15263""",420
"""DB03370""",9
"""DB02818""",41
"""DB02579""",2636
"""DB12520""",732
"""DB05738""",3
"""DB12457""",911
"""DB01337""",3716
"""DB07726""",738
"""DB00433""",2982
"""DB00497""",4738
"""DB17929""",726
"""DB14002""",2
"""DB01765""",52
"""DB08917""",110
"""DB03349""",158
"""DB03462""",6998
"""DB05351""",691
"""DB11834""",1322
"""DB02975""",136
"""DB03894""",362
"""DB12850""",3
"""DB04053""",306
"""DB08282""",200
"""DB07282""",764
"""DB00271""",12168
"""DB03744""",2
"""DB08794""",2716
"""DB03937""",58
"""DB13254""",1028
"""DB12952""",958
"""DB07564""",2
"""DB01914""",15529
"""DB07150""",3
"""DB07209""",2
"""DB04246""",2
"""DB00624""",23929
"""DB01017""",6258
"""DB07205""",27
"""DB09034""",2321
"""DB02852""",1817
"""DB00755""",2061
"""DB08658""",3
"""DB01079""",2335
"""DB07404""",171
"""DB13946""",2434
"""DB13777""",1468
"""DB14476""",2
"""DB00344""",3334
"""DB12370""",1
"""DB01496""",756
"""DB09213""",3198
"""DB15944""",112
"""DB13517""",20
"""DB08191""",488
"""DB00938""",3528
"""DB02825""",73
"""DB01184""",2887
"""DB01771""",2
"""DB05668""",78
"""DB12382""",80
"""DB06878""",232
"""DB02393""",25
"""DB05284""",228
"""DB02070""",3177
"""DB15045""",732
"""DB03776""",65
"""DB04407""",154
"""DB12771""",834
"""DB13581""",1028
"""DB06743""",85
"""DB00082""",1045
"""DB06479""",1214
"""DB12147""",1873
"""DB00277""",5452
"""DB02615""",1741
"""DB13958""",296
"""DB01238""",5602
"""DB12264""",26
"""DB01201""",2242
"""DB08143""",12
"""DB08840""",1512
"""DB07542""",2
"""DB01088""",1537
"""DB01036""",3626
"""DB01141""",719
"""DB09190""",1354
"""DB11586""",2042
"""DB01839""",1885
"""DB00349""",4046
"""DB00625""",7095
"""DB06400""",556
"""DB16703""",1284
"""DB09488""",2114
"""DB01388""",3659
"""DB03196""",9
"""DB03884""",348
"""DB00414""",2167
"""DB02868""",85
"""DB01622""",2659
"""DB14643""",1062
"""DB01327""",4080
"""DB09135""",1454
"""DB11040""",556
"""DB00637""",2593
"""DB02551""",4
"""DB02027""",13
"""DB04097""",120
"""DB00927""",3036
"""DB11792""",636
"""DB02627""",4
"""DB07578""",5
"""DB15903""",10
"""DB01846""",14
"""DB01060""",7382
"""DB15351""",86
"""DB04545""",129
"""DB04703""",3
"""DB08749""",2
"""DB12455""",1006
"""DB06989""",32
"""DB07631""",42
"""DB04002""",2
"""DB01603""",637
"""DB01563""",8362
"""DB13170""",803
"""DB03531""",12
"""DB00777""",2771
"""DB03402""",1
"""DB07827""",2
"""DB04237""",343
"""DB11560""",2171
"""DB03354""",6
"""DB13466""",78
"""DB08839""",1408
"""DB04503""",3
"""DB12119""",734
"""DB11682""",461
"""DB12135""",2
"""DB08207""",55
"""DB06288""",2583
"""DB08158""",178
"""DB15335""",1082
"""DB08874""",410
"""DB08841""",1441
"""DB11767""",1682
"""DB04512""",405
"""DB00296""",5210
"""DB15001""",750
"""DB07308""",10
"""DB03345""",18496
"""DB06942""",188
"""DB02530""",12579
"""DB07266""",190
"""DB00774""",3313
"""DB08347""",2
"""DB09074""",2059
"""DB02196""",2028
"""DB02238""",119
"""DB01944""",1559
"""DB07891""",19
"""DB00126""",12331
"""DB05885""",1529
"""DB02203""",22
"""DB16628""",8
"""DB01974""",4
"""DB01253""",3018
"""DB13767""",80
"""DB10403""",128
"""DB13148""",180
"""DB00482""",10501
"""DB14540""",2358
"""DB04145""",79
"""DB00144""",4077
"""DB01158""",2057
"""DB00937""",3635
"""DB13273""",1998
"""DB00130""",20779
"""DB00494""",1952
"""DB06826""",578
"""DB11397""",1204
"""DB13940""",2634
"""DB00600""",80
"""DB01708""",3728
"""DB04117""",20
"""DB07106""",446
"""DB11937""",1
"""DB07644""",5
"""DB07148""",2
"""DB02020""",22
"""DB06213""",260
"""DB00575""",6527
"""DB02847""",1797
"""DB00406""",27419
"""DB00285""",5483
"""DB07483""",1
"""DB11239""",58
"""DB07125""",14
"""DB00803""",2065
"""DB03749""",150
"""DB11464""",224
"""DB04652""",9428
"""DB02714""",9
"""DB04949""",734
"""DB02661""",2
"""DB12238""",4
"""DB07157""",22
"""DB03997""",11
"""DB13400""",1776
"""DB06919""",249
"""DB01593""",12453
"""DB01068""",4435
"""DB07645""",352
"""DB12112""",92
"""DB04570""",1700
"""DB12866""",139
"""DB04687""",148
"""DB04704""",2172
"""DB00427""",1998
"""DB02536""",707
"""DB03734""",32
"""DB07479""",29
"""DB12037""",26
"""DB02761""",107
"""DB15489""",4
"""DB07685""",3
"""DB00770""",2213
"""DB04346""",23
"""DB15248""",26
"""DB07368""",95
"""DB12182""",78
"""DB09223""",2930
"""DB07960""",2
"""DB11660""",216
"""DB13626""",650
"""DB13150""",180
"""DB01792""",15
"""DB04892""",692
"""DB02633""",18
"""DB03947""",568
"""DB01145""",262
"""DB01570""",148
"""DB04105""",8
"""DB04716""",1434
"""DB08880""",1603
"""DB13829""",496
"""DB01910""",1091
"""DB07771""",19
"""DB03487""",64
"""DB03818""",3
"""DB04427""",18
"""DB06714""",309
"""DB09319""",382
"""DB12157""",734
"""DB08110""",4
"""DB09071""",3527
"""DB12474""",1564
"""DB03361""",4
"""DB15749""",80
"""DB04454""",880
"""DB01059""",3659
"""DB03948""",8
"""DB07332""",6
"""DB11478""",1082
"""DB00650""",3240
"""DB04751""",357
"""DB06787""",1032
"""DB08000""",298
"""DB12695""",78
"""DB02509""",874
"""DB00903""",2994
"""DB12758""",1
"""DB04113""",56
"""DB02850""",2
"""DB03267""",2
"""DB09080""",2642
"""DB02577""",880
"""DB13488""",1950
"""DB12671""",96
"""DB04165""",1875
"""DB02671""",316
"""DB01263""",3410
"""DB03247""",1442
"""DB01025""",260
"""DB07976""",2
"""DB04723""",25
"""DB02659""",12743
"""DB03374""",847
"""DB07440""",4
"""DB02089""",6
"""DB00107""",824
"""DB02293""",4
"""DB00102""",6
"""DB04663""",79
"""DB06579""",1355
"""DB12263""",6
"""DB03097""",371
"""DB13453""",1170
"""DB05111""",734
"""DB06917""",84
"""DB08422""",2
"""DB15445""",2
"""DB00839""",3044
"""DB09288""",3962
"""DB08398""",151
"""DB02819""",56
"""DB08487""",2
"""DB01831""",174
"""DB02210""",398
"""DB07430""",32
"""DB00626""",1546
"""DB15363""",732
"""DB01996""",582
"""DB13070""",1679
"""DB12291""",14
"""DB12985""",11
"""DB05294""",3142
"""DB14213""",1668
"""DB13496""",2690
"""DB12080""",2026
"""DB06823""",1454
"""DB09035""",829
"""DB13862""",186
"""DB13909""",1692
"""DB03165""",5
"""DB01022""",5761
"""DB06196""",1969
"""DB03130""",226
"""DB04051""",71
"""DB08328""",210
"""DB16355""",760
"""DB03917""",1
"""DB08967""",60
"""DB07703""",11
"""DB10600""",556
"""DB02731""",1077
"""DB00977""",4218
"""DB02700""",1
"""DB13103""",4
"""DB04146""",61
"""DB12214""",1248
"""DB13954""",4036
"""DB07024""",4
"""DB09278""",12
"""DB07765""",268
"""DB02091""",5
"""DB07384""",4
"""DB10343""",840
"""DB02765""",3
"""DB03077""",34
"""DB11619""",1072
"""DB00228""",1931
"""DB00796""",3695
"""DB06807""",738
"""DB08865""",3701
"""DB01560""",1844
"""DB00784""",4095
"""DB08894""",2576
"""DB09201""",1657
"""DB08234""",4
"""DB01779""",1298
"""DB04339""",167
"""DB08677""",2
"""DB07111""",66
"""DB14016""",88
"""DB07748""",44
"""DB01104""",5250
"""DB06101""",732
"""DB03866""",720
